0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.7867698669433594,0.6479445695877075,0.7550792694091797,0.6295794248580933,0.741166889667511,0.5599374771118164,0.7649788856506348,0.5083920359611511,0.7934024930000305,0.5052010416984558,0.7389378547668457,0.4871863126754761,0.737413763999939,0.4217795729637146,0.7384750247001648,0.3771689236164093,0.7403772473335266,0.3386197090148926,0.7625446319580078,0.47260788083076477,0.7597468495368958,0.4005538821220398,0.7603400349617004,0.3526993989944458,0.7600666880607605,0.3106880784034729,0.7846851348876953,0.4756343364715576,0.7828482985496521,0.40687286853790283,0.7804631590843201,0.36353442072868347,0.7776392102241516,0.32782378792762756,0.806975245475769,0.4908331632614136,0.8033501505851746,0.4341927766799927,0.7995291352272034,0.39844733476638794,0.7953821420669556,0.3668985366821289
0.7866026163101196,0.6569132804870605,0.7533865571022034,0.6336304545402527,0.7373310923576355,0.5617319345474243,0.7607213258743286,0.5084173083305359,0.7899072170257568,0.5054553151130676,0.7392495274543762,0.48505687713623047,0.736687183380127,0.4186537563800812,0.7376331686973572,0.37609297037124634,0.7394295930862427,0.3375241756439209,0.7612888216972351,0.4709341824054718,0.7575857043266296,0.39657360315322876,0.7571308016777039,0.347950279712677,0.7560526728630066,0.3042972683906555,0.7819170951843262,0.47541287541389465,0.7787628173828125,0.40589484572410583,0.7756769061088562,0.35995686054229736,0.7727044820785522,0.32040685415267944,0.8035247921943665,0.49122318625450134,0.8007491230964661,0.4373493790626526,0.7970705628395081,0.4015178978443146,0.7937374114990234,0.3687341809272766
0.7870016694068909,0.6584768891334534,0.7538117170333862,0.6327724456787109,0.7380222082138062,0.5601918697357178,0.7614375948905945,0.5063600540161133,0.7907719612121582,0.5028174519538879,0.7385084629058838,0.484632283449173,0.7365418672561646,0.4181200861930847,0.7380043268203735,0.3755735158920288,0.7403232455253601,0.3368496894836426,0.7610179781913757,0.4718438982963562,0.7584236860275269,0.3975549042224884,0.7589271068572998,0.3500415086746216,0.7585377097129822,0.3057280480861664,0.781889796257019,0.476704865694046,0.7798175811767578,0.40694567561149597,0.7771260738372803,0.3622453808784485,0.7745180130004883,0.3238091468811035,0.80382239818573,0.49212729930877686,0.8008009195327759,0.43856126070022583,0.796970546245575,0.4029845595359802,0.7934702634811401,0.3701974153518677
0.7869266867637634,0.6619652509689331,0.753953218460083,0.6346157789230347,0.7383283972740173,0.5621051788330078,0.7612342834472656,0.5083821415901184,0.7894479632377625,0.5053315162658691,0.7391681671142578,0.4868983030319214,0.7370774149894714,0.42063266038894653,0.7385650873184204,0.37885409593582153,0.740776777267456,0.3408891260623932,0.7616109848022461,0.47438302636146545,0.7592624425888062,0.3997781276702881,0.7594666481018066,0.35236310958862305,0.7587428689002991,0.3087538182735443,0.7823666334152222,0.47893261909484863,0.7803738713264465,0.4095146656036377,0.7776038646697998,0.3650156855583191,0.7748923301696777,0.32701975107192993,0.8041286468505859,0.49385297298431396,0.8012056946754456,0.43964046239852905,0.797558605670929,0.4045301377773285,0.7942532896995544,0.372458815574646
0.7863906025886536,0.6615482568740845,0.7533295154571533,0.6337199211120605,0.7377752065658569,0.5627959966659546,0.7610511779785156,0.5107487440109253,0.7897573113441467,0.5087379217147827,0.7392521500587463,0.4869930148124695,0.7372298240661621,0.4216952919960022,0.7385913133621216,0.3803468346595764,0.7408190369606018,0.3434205651283264,0.7617933750152588,0.4751579165458679,0.7597196102142334,0.4011344909667969,0.7599117755889893,0.35420626401901245,0.7596291899681091,0.3120761811733246,0.7826378345489502,0.48001816868782043,0.7805519700050354,0.411484956741333,0.7773823738098145,0.36786913871765137,0.7746697664260864,0.3307259678840637,0.8044219017028809,0.49509450793266296,0.8018107414245605,0.44191426038742065,0.7980191707611084,0.4074084162712097,0.7946768403053284,0.37580978870391846
0.7843946814537048,0.66471266746521,0.7515414357185364,0.635722279548645,0.7361006736755371,0.5620367527008057,0.7595189809799194,0.5091650485992432,0.7884039878845215,0.5078043341636658,0.7377369403839111,0.4871208667755127,0.7358791828155518,0.42194899916648865,0.7368986010551453,0.3803812265396118,0.7387291789054871,0.3426268696784973,0.759812593460083,0.47568055987358093,0.7570778727531433,0.4028106927871704,0.7568210363388062,0.35510745644569397,0.7561486959457397,0.3118335008621216,0.7806686162948608,0.481605589389801,0.7785128951072693,0.4141320288181305,0.7755538821220398,0.3693573772907257,0.7727914452552795,0.3311455249786377,0.8025976419448853,0.49759578704833984,0.8002632856369019,0.4451645314693451,0.7965353727340698,0.41066333651542664,0.7931258082389832,0.3797445595264435
0.7795634865760803,0.6607911586761475,0.7470427751541138,0.6323962807655334,0.7315629124641418,0.5610073208808899,0.7535502314567566,0.5088961124420166,0.7823195457458496,0.5035580992698669,0.7337731719017029,0.4850425720214844,0.7318741679191589,0.420548677444458,0.7324254512786865,0.37975621223449707,0.7335221171379089,0.3419584035873413,0.7554298639297485,0.47305068373680115,0.7528311014175415,0.3997960090637207,0.7522844672203064,0.35279154777526855,0.7511177062988281,0.3094789981842041,0.775829553604126,0.4784754514694214,0.7733718156814575,0.40993016958236694,0.7707212567329407,0.36642545461654663,0.7678503394126892,0.32896339893341064,0.7966820597648621,0.4943174421787262,0.7947231531143188,0.4416331648826599,0.7914697527885437,0.40642011165618896,0.7881883382797241,0.3745183050632477
0.7757528424263,0.6576808094978333,0.7429165840148926,0.6303329467773438,0.7265788316726685,0.5593293905258179,0.7486264705657959,0.5082048177719116,0.7768747806549072,0.5052058696746826,0.7283445596694946,0.4812406897544861,0.7264976501464844,0.4175181984901428,0.7266154289245605,0.3778161108493805,0.7272944450378418,0.3409278392791748,0.7501269578933716,0.47061070799827576,0.747191309928894,0.397989422082901,0.7466041445732117,0.35087257623672485,0.745676577091217,0.3078402876853943,0.7707931399345398,0.47736549377441406,0.7686135768890381,0.41040027141571045,0.7663727402687073,0.36628663539886475,0.7639174461364746,0.32825666666030884,0.7918434143066406,0.49416810274124146,0.7891687750816345,0.441728413105011,0.7855179905891418,0.40683218836784363,0.7822527885437012,0.37517890334129333
0.7701879143714905,0.655393660068512,0.7369577884674072,0.6275663375854492,0.7195308208465576,0.5547751784324646,0.7412316799163818,0.5038848519325256,0.770801842212677,0.5013141632080078,0.7234987020492554,0.4794636368751526,0.7217244505882263,0.41697072982788086,0.7215274572372437,0.37779921293258667,0.7220785617828369,0.3418484628200531,0.7448918223381042,0.4693000912666321,0.7427016496658325,0.39679813385009766,0.7418020963668823,0.349734365940094,0.7407441139221191,0.30696600675582886,0.7653285264968872,0.4761500954627991,0.7635366916656494,0.40784984827041626,0.760963499546051,0.3646303415298462,0.7584447860717773,0.32749032974243164,0.7854452133178711,0.4927683472633362,0.782520592212677,0.43995463848114014,0.7786433100700378,0.4041273593902588,0.7753977179527283,0.37185758352279663
0.7665024399757385,0.6554582715034485,0.7330384254455566,0.6283437609672546,0.716317892074585,0.5588327050209045,0.7376589775085449,0.5079024434089661,0.764911413192749,0.5048301815986633,0.7190355062484741,0.4822985827922821,0.7167656421661377,0.41896918416023254,0.7166702747344971,0.3799225687980652,0.7173761129379272,0.34443211555480957,0.7409905195236206,0.4717603921890259,0.7386491298675537,0.4000403881072998,0.7382505536079407,0.35375553369522095,0.7377268671989441,0.31283286213874817,0.7615126967430115,0.47752776741981506,0.7603457570075989,0.4126083552837372,0.7589561939239502,0.37113916873931885,0.7575547099113464,0.33639687299728394,0.7815561294555664,0.4926561117172241,0.7787153124809265,0.4407038986682892,0.7749813199043274,0.4068218469619751,0.7717381715774536,0.37688425183296204
